Year,Month,Day,Sea_Level
1980,3,11,2.801
1980,3,12,2.624
1980,3,13,2.725
1980,3,14,2.886
1980,3,15,2.838
1980,3,16,2.752
1980,3,17,2.774
1980,3,18,2.85
1980,3,19,2.829
1980,3,20,2.838
1980,3,21,2.774
1980,3,22,2.618
1980,3,23,2.557
1980,3,24,2.493
1980,3,25,2.545
1980,3,26,2.499
1980,3,27,2.438
1980,3,28,2.457
1980,3,29,2.481
1980,3,30,2.521
1980,3,31,2.524
1980,4,1,2.542
1980,4,2,2.573
1980,4,3,2.585
1980,4,4,2.533
1980,4,5,2.728
1980,4,6,2.487
1980,4,7,2.347
1980,4,8,2.332
1980,4,9,2.402
1980,4,10,2.387
1980,4,11,2.484
1980,4,12,2.539
1980,4,13,2.612
1980,4,14,2.777
1980,4,15,2.737
1980,4,16,2.774
1980,4,17,2.804
1980,4,18,2.774
1980,4,19,2.722
1980,4,20,2.64
1980,4,21,2.505
1980,4,22,2.384
1980,4,23,2.393
1980,4,24,2.402
1980,4,25,2.484
1980,4,26,2.551
1980,4,27,2.609
1980,4,28,2.697
1980,4,29,2.713
1980,4,30,2.697
1980,5,1,2.807
1980,5,2,2.731
1980,5,3,2.719
1980,5,4,2.649
1980,5,5,2.612
1980,5,6,2.496
1980,5,7,2.371
1980,5,8,2.444
1980,5,9,2.573
1980,5,10,2.661
1980,5,11,2.707
1980,5,12,2.765
1980,5,13,2.777
1980,5,14,2.865
1980,5,15,2.868
1980,5,16,2.85
1980,5,17,2.768
1980,5,18,2.71
1980,5,19,2.603
1980,5,20,2.481
1980,5,21,2.56
1980,5,22,2.594
1980,5,23,2.573
1980,5,24,2.539
1980,5,25,2.487
1980,5,26,2.551
1980,5,27,2.664
1980,5,28,2.71
1980,5,29,2.713
1980,5,30,2.771
1980,5,31,2.832
1980,6,1,2.78
1980,6,2,2.768
1980,6,3,2.688
1980,6,4,2.554
1980,6,5,2.472
1980,6,6,2.527
1980,6,7,2.603
1980,6,8,2.661
1980,6,9,2.722
1980,6,10,2.819
1980,6,11,2.89
1980,6,12,2.896
1980,6,13,2.88
1980,6,14,2.859
1980,6,15,2.752
1980,6,16,2.691
1980,6,17,2.637
1980,6,18,2.53
1980,6,19,2.518
1980,6,20,2.542
1980,6,21,2.545
1980,6,22,2.557
1980,6,23,2.618
1980,6,24,2.649
1980,6,25,2.731
1980,6,26,2.761
1980,6,27,2.743
1980,6,28,2.838
1980,6,29,2.88
1980,6,30,2.89
1980,7,1,2.798
1980,7,2,2.652
1980,7,3,2.478
1980,7,4,2.493
1980,7,5,2.566
1980,7,6,2.597
1980,7,7,2.694
1980,7,8,2.755
1980,7,9,2.798
1980,7,10,2.804
1980,7,11,2.804
1980,7,12,2.816
1980,7,13,2.792
1980,7,14,2.716
1980,7,15,2.646
1980,7,16,2.527
1980,7,17,2.451
1980,7,18,2.502
1980,7,19,2.542
1980,7,20,2.6
1980,7,21,2.624
1980,7,22,2.673
1980,7,23,2.722
1980,7,24,2.771
1980,7,25,2.847
1980,7,26,2.899
1980,7,27,2.908
1980,7,28,2.917
1980,7,29,2.893
1980,7,30,2.829
1980,7,31,2.691
1980,8,1,2.6
1980,8,2,2.667
1980,8,3,2.731
1980,8,4,2.822
1980,8,5,2.896
1980,8,6,2.88
1980,8,7,2.88
1980,8,8,2.886
1980,8,9,2.886
1980,8,10,2.841
1980,8,11,2.789
1980,8,12,2.749
1980,8,13,2.682
1980,8,14,2.591
1980,8,15,2.551
1980,8,16,2.554
1980,8,17,2.569
1980,8,18,2.624
1980,8,19,2.716
1980,8,20,2.637
1980,8,21,2.658
1980,8,22,2.737
1980,8,23,2.792
1980,8,24,2.81
1980,8,25,2.819
1980,8,26,2.798
1980,8,27,2.758
1980,8,28,2.667
1980,8,29,2.606
1980,8,30,2.624
1980,8,31,2.627
1980,9,1,2.685
1980,9,2,2.694
1980,9,3,2.719
1980,9,4,2.704
1980,9,5,2.694
1980,9,6,2.685
1980,9,7,2.713
1980,9,8,2.722
1980,9,9,2.643
1980,9,10,2.627
1980,9,11,2.566
1980,9,12,2.539
1980,9,13,2.579
1980,9,14,2.621
1980,9,15,2.554
1980,9,16,2.527
1980,9,17,2.563
1980,9,18,2.582
1980,9,19,2.585
1980,9,20,2.597
1980,9,21,2.667
1980,9,22,2.682
1980,9,23,2.71
1980,9,24,2.74
1980,9,25,2.734
1980,9,26,2.792
1980,9,27,2.758
1980,9,28,2.771
1980,9,29,2.777
1980,9,30,2.704
1980,10,1,2.637
1980,10,2,2.606
1980,10,3,2.591
1980,10,4,2.588
1980,10,5,2.649
1980,10,6,2.64
1980,10,7,2.597
1980,10,8,2.588
1980,10,9,2.643
1980,10,10,2.603
1980,10,11,2.621
1980,10,12,2.597
1980,10,13,2.566
1980,10,14,2.6
1980,10,15,2.563
1980,10,16,2.472
1980,10,17,2.426
1980,10,18,2.35
1980,10,19,2.371
1980,10,20,2.432
1980,10,21,2.515
1980,10,22,2.633
1980,10,23,2.704
1980,10,24,2.755
1980,10,25,2.807
1980,10,26,2.78
1980,10,27,2.743
1980,10,28,2.676
1980,10,29,2.499
1980,10,30,2.423
1980,10,31,2.359
1980,11,1,2.393
1980,11,2,2.414
1980,11,3,2.399
1980,11,4,2.469
1980,11,5,2.536
1980,11,6,2.6
1980,11,7,2.612
1980,11,8,2.594
1980,11,9,2.649
1980,11,10,2.64
1980,11,11,2.633
1980,11,12,2.588
1980,11,13,2.539
1980,11,14,2.441
1980,11,15,2.356
1980,11,16,2.347
1980,11,17,2.405
1980,11,18,2.505
1980,11,19,2.566
1980,11,20,2.707
1980,11,21,2.771
1980,11,22,2.832
1980,11,23,2.819
1980,11,24,2.694
1980,11,25,2.566
1980,11,26,2.576
1980,11,27,2.484
1980,11,28,2.365
1980,11,29,2.454
1980,11,30,2.539
1980,12,1,2.545
1980,12,2,2.685
1980,12,3,2.89
1980,12,4,2.822
1980,12,5,2.786
1980,12,6,2.774
1980,12,7,2.74
1980,12,8,2.676
1980,12,9,2.701
1980,12,10,2.606
1980,12,11,2.551
1980,12,12,2.563
1980,12,13,2.524
1980,12,14,2.38
1980,12,15,2.42
1980,12,16,2.548
1980,12,17,2.67
1980,12,18,2.78
1980,12,19,2.789
1980,12,20,2.822
1980,12,21,2.886
1980,12,22,2.81
1980,12,23,2.722
1980,12,24,2.618
1980,12,25,2.573
1980,12,26,2.484
1980,12,27,2.374
1980,12,28,2.405
1980,12,29,2.368
1980,12,30,2.38
1980,12,31,2.448
1981,1,1,2.533
1981,1,2,2.63
1981,1,3,2.71
1981,1,4,2.713
1981,1,5,2.716
1981,1,6,2.676
1981,1,7,2.74
1981,1,8,2.704
1981,1,9,2.545
1981,1,10,2.542
1981,1,11,2.454
1981,1,12,2.435
1981,1,13,2.56
1981,1,14,2.618
1981,1,15,2.752
1981,1,16,2.914
1981,1,17,2.905
1981,1,18,2.874
1981,1,19,2.929
1981,1,20,2.88
1981,1,21,2.838
1981,1,22,2.89
1981,1,23,2.792
1981,1,24,2.688
1981,1,25,2.423
1981,1,26,2.484
1981,1,27,2.734
1981,1,28,2.847
1981,1,29,2.697
1981,1,30,2.606
1981,1,31,2.597
1981,2,1,2.646
1981,2,2,2.679
1981,2,3,2.755
1981,2,4,2.771
1981,2,5,2.789
1981,2,6,2.737
1981,2,7,2.573
1981,2,8,2.579
1981,2,9,2.649
1981,2,10,2.64
1981,2,11,2.691
1981,2,12,2.658
1981,2,13,2.701
1981,2,14,2.731
1981,2,15,2.716
1981,2,16,2.749
1981,2,17,2.71
1981,2,18,2.646
1981,2,19,2.664
1981,2,20,2.478
1981,2,21,2.359
1981,2,22,2.371
1981,2,23,2.512
1981,2,24,2.643
1981,2,25,2.566
1981,2,26,2.512
1981,2,27,2.444
1981,2,28,2.56
1981,3,1,2.594
1981,3,2,2.701
1981,3,3,2.737
1981,3,4,2.832
1981,3,5,2.765
1981,3,6,2.743
1981,3,7,2.643
1981,3,8,2.548
1981,3,9,2.627
1981,3,10,2.646
1981,3,11,2.685
1981,3,12,2.697
1981,3,13,2.682
1981,3,14,2.6
1981,3,15,2.621
1981,3,16,2.53
1981,3,17,2.539
1981,3,18,2.652
1981,3,19,2.701
1981,3,20,2.673
1981,3,21,2.646
1981,3,22,2.576
1981,3,23,2.515
1981,3,24,2.53
1981,3,25,2.496
1981,3,26,2.493
1981,3,27,2.292
1981,3,28,2.289
1981,3,29,2.316
1981,3,30,2.265
1981,3,31,2.368
1981,4,1,2.499
1981,4,2,2.585
1981,4,3,2.505
1981,4,4,2.457
1981,4,5,2.53
1981,4,6,2.652
1981,4,7,2.716
1981,4,8,2.697
1981,4,9,2.655
1981,4,10,2.606
1981,4,11,2.475
1981,4,12,2.387
1981,4,13,2.387
1981,4,14,2.441
1981,4,15,2.484
1981,4,16,2.469
1981,4,17,2.469
1981,4,18,2.569
1981,4,19,2.618
1981,4,20,2.536
1981,4,21,2.527
1981,4,22,2.56
1981,4,23,2.551
1981,4,25,2.49
1981,4,26,2.423
1981,4,27,2.252
1981,4,28,2.259
1981,4,29,2.405
1981,4,30,2.518
1981,5,1,2.606
1981,6,12,2.115
1981,6,13,2.521
1981,6,14,2.46
1981,6,15,2.518
1981,6,16,2.603
1981,6,17,2.661
1981,6,18,2.643
1981,6,19,2.649
1981,6,20,2.615
1981,6,21,2.6
1981,6,22,2.551
1981,6,23,2.457
1981,6,24,2.393
1981,6,25,2.478
1981,6,26,2.536
1981,6,27,2.609
1981,6,28,2.758
1981,6,29,2.841
1981,6,30,2.883
1981,7,1,2.929
1981,7,2,2.905
1981,7,3,2.853
1981,7,4,2.758
1981,7,5,2.673
1981,7,6,2.53
1981,7,7,2.481
1981,7,8,2.448
1981,7,9,2.518
1981,7,10,2.582
1981,7,11,2.576
1981,7,12,2.63
1981,7,13,2.64
1981,7,14,2.661
1981,7,15,2.765
1981,7,16,2.801
1981,7,17,2.825
1981,7,18,2.774
1981,7,19,2.71
1981,7,20,2.661
1981,7,21,2.594
1981,7,22,2.502
1981,7,23,2.548
1981,7,24,2.6
1981,7,25,2.71
1981,7,26,2.777
1981,7,27,2.829
1981,7,28,2.868
1981,7,29,2.92
1981,7,30,2.932
1981,7,31,2.886
1981,8,1,2.81
1981,8,2,2.685
1981,8,3,2.563
1981,8,4,2.444
1981,8,5,2.444
1981,8,6,2.444
1981,8,7,2.515
1981,8,8,2.56
1981,8,9,2.621
1981,8,10,2.676
1981,8,11,2.688
1981,8,12,2.701
1981,8,13,2.752
1981,8,14,2.771
1981,8,15,2.731
1981,8,16,2.694
1981,8,17,2.664
1981,8,18,2.621
1981,8,19,2.502
1981,8,20,2.518
1981,8,21,2.551
1981,8,22,2.606
1981,8,23,2.646
1981,8,24,2.688
1981,8,25,2.701
1981,8,26,2.679
1981,8,27,2.701
1981,8,28,2.746
1981,8,29,2.746
1981,8,30,2.676
1981,8,31,2.591
1981,9,1,2.539
1981,9,2,2.53
1981,9,3,2.588
1981,9,4,2.56
1981,9,5,2.563
1981,9,6,2.557
1981,9,7,2.624
1981,9,8,2.56
1981,9,9,2.569
1981,9,10,2.618
1981,9,11,2.667
1981,9,12,2.679
1981,9,13,2.682
1981,9,14,2.633
1981,9,15,2.582
1981,9,16,2.563
1981,9,17,2.6
1981,9,18,2.606
1981,9,19,2.618
1981,9,20,2.64
1981,9,21,2.658
1981,9,22,2.624
1981,9,23,2.591
1981,9,24,2.594
1981,9,25,2.563
1981,9,26,2.56
1981,9,27,2.545
1981,9,28,2.493
1981,9,29,2.49
1981,9,30,2.518
1981,10,1,2.548
1981,10,2,2.582
1981,10,3,2.594
1981,10,4,2.533
1981,10,5,2.493
1981,10,6,2.408
1981,10,7,2.432
1981,10,8,2.454
1981,10,9,2.469
1981,10,10,2.502
1981,10,11,2.585
1981,10,12,2.545
1981,10,13,2.661
1981,10,14,2.637
1981,10,15,2.701
1981,10,16,2.655
1981,10,17,2.691
1981,10,18,2.652
1981,10,19,2.624
1981,10,20,2.557
1981,10,21,2.484
1981,10,22,2.463
1981,10,23,2.423
1981,10,24,2.515
1981,10,25,2.582
1981,10,26,2.615
1981,10,27,2.64
1981,10,28,2.722
1981,10,29,2.643
1981,10,30,2.539
1981,10,31,2.469
1981,11,1,2.469
1981,11,2,2.475
1981,11,3,2.463
1981,11,4,2.435
1981,11,5,2.423
1981,11,6,2.417
1981,11,7,2.444
1981,11,8,2.469
1981,11,9,2.597
1981,11,10,2.691
1981,11,11,2.777
1981,11,12,2.923
1981,11,13,3.039
1981,11,14,2.96
1981,11,15,2.975
1981,11,16,3.005
1981,11,17,2.874
1981,11,18,2.573
1981,11,19,2.496
1981,11,20,2.582
1981,11,21,2.704
1981,11,22,2.64
1981,11,23,2.798
1981,11,24,2.795
1981,11,25,2.768
1981,11,26,2.883
1981,11,27,2.893
1981,11,28,2.813
1981,11,29,2.722
1981,11,30,2.594
1981,12,1,2.527
1981,12,2,2.46
1981,12,3,2.359
1981,12,4,2.387
1981,12,5,2.515
1981,12,6,2.627
1981,12,7,2.652
1981,12,8,2.755
1981,12,9,2.99
1981,12,10,2.944
1981,12,11,3.011
1981,12,12,3.088
1981,12,13,2.966
1981,12,14,2.816
1981,12,15,2.813
1981,12,16,2.676
1981,12,17,2.53
1981,12,18,2.591
1981,12,19,2.801
1981,12,20,2.862
1981,12,21,2.829
1981,12,22,2.728
1981,12,23,2.804
1981,12,24,2.807
1981,12,25,2.825
1981,12,26,2.871
1981,12,27,2.832
1981,12,28,2.761
1981,12,29,2.963
1981,12,30,2.862
1981,12,31,2.704
1982,1,1,2.737
1982,1,2,2.697
1982,1,3,2.661
1982,1,4,3.164
1982,1,5,3.142
1982,1,6,3.033
1982,1,7,3.027
1982,1,8,3.051
1982,1,9,3.115
1982,1,10,3.136
1982,1,11,3.069
1982,1,12,2.911
1982,1,13,2.865
1982,1,14,2.633
1982,1,15,2.56
1982,1,16,2.493
1982,1,17,2.551
1982,1,18,2.621
1982,1,19,2.679
1982,1,20,2.902
1982,1,21,2.847
1982,1,22,2.643
1982,1,23,2.621
1982,1,24,2.652
1982,1,25,2.743
1982,1,26,2.841
1982,1,27,2.694
1982,1,28,2.643
1982,1,29,2.612
1982,1,30,2.487
1982,1,31,2.502
1982,2,1,2.582
1982,2,2,2.664
1982,2,3,2.804
1982,2,4,2.899
1982,2,5,2.896
1982,2,6,2.883
1982,2,7,2.947
1982,2,8,2.926
1982,2,9,2.856
1982,2,10,2.777
1982,2,11,2.731
1982,2,12,2.594
1982,2,13,2.573
1982,2,14,2.652
1982,2,15,2.713
1982,2,16,2.643
1982,2,17,2.627
1982,2,18,2.704
1982,2,19,2.734
1982,2,20,2.804
1982,2,21,2.862
1982,2,22,2.774
1982,2,23,2.722
1982,2,24,2.786
1982,2,25,2.752
1982,2,26,2.722
1982,2,27,2.728
1982,2,28,2.722
1982,3,1,2.832
1982,3,2,2.868
1982,3,3,2.749
1982,3,4,2.725
1982,3,5,2.743
1982,3,6,2.758
1982,3,7,2.905
1982,3,8,2.954
1982,3,9,2.871
1982,3,10,2.856
1982,3,11,2.829
1982,3,12,2.81
1982,3,13,2.768
1982,3,14,2.777
1982,3,15,2.691
1982,3,16,2.652
1982,3,17,2.649
1982,3,18,2.63
1982,3,19,2.466
1982,3,20,2.49
1982,3,21,2.548
1982,3,22,2.606
1982,3,23,2.67
1982,3,24,2.755
1982,3,25,2.74
1982,3,26,2.749
1982,3,27,2.749
1982,3,28,2.938
1982,3,29,2.609
1982,4,2,2.801
1982,4,3,2.801
1982,4,4,2.713
1982,4,5,2.771
1982,4,6,2.768
1982,4,7,2.761
1982,4,8,2.749
1982,4,9,2.737
1982,4,10,2.78
1982,4,11,3.112
1982,4,12,2.795
1982,4,13,2.707
1982,4,14,2.697
1982,4,15,2.524
1982,4,16,2.411
1982,4,17,2.402
1982,4,18,2.432
1982,4,19,2.49
1982,4,20,2.637
1982,4,21,2.716
1982,4,22,2.777
1982,4,23,2.88
1982,4,24,2.938
1982,4,25,2.963
1982,4,26,2.987
1982,4,27,2.917
1982,4,28,2.844
1982,4,29,2.704
1982,4,30,2.649
1982,5,1,2.569
1982,5,2,2.609
1982,5,3,2.682
1982,5,4,2.749
1982,5,5,2.868
1982,5,6,2.813
1982,5,7,2.859
1982,5,8,2.862
1982,5,9,2.771
1982,5,10,2.697
1982,5,11,2.67
1982,5,12,2.6
1982,5,13,2.524
1982,5,14,2.448
1982,5,15,2.359
1982,5,16,2.399
1982,5,17,2.438
1982,5,18,2.524
1982,5,19,2.6
1982,5,20,2.713
1982,5,21,2.835
1982,5,22,2.911
1982,5,23,3.014
1982,5,24,3.051
1982,5,25,3.115
1982,5,26,3.136
1982,5,27,3.033
1982,5,28,2.749
1982,5,29,2.661
1982,5,30,2.691
1982,5,31,2.71
1982,6,1,2.731
1982,6,2,2.725
1982,6,3,2.737
1982,6,4,2.774
1982,6,5,2.765
1982,6,6,2.737
1982,6,7,2.761
1982,6,8,2.737
1982,6,9,2.731
1982,6,10,2.679
1982,6,11,2.603
1982,6,12,2.502
1982,6,13,2.441
1982,6,14,2.478
1982,6,15,2.6
1982,6,16,2.707
1982,6,17,2.822
1982,6,18,2.969
1982,6,19,3.002
1982,6,20,3.078
1982,6,21,3.106
1982,6,22,3.115
1982,6,23,3.094
1982,6,24,3.054
1982,6,25,2.89
1982,6,26,2.676
1982,6,27,2.655
1982,6,28,2.701
1982,6,29,2.758
1982,6,30,2.78
1982,7,1,2.795
1982,7,2,2.783
1982,7,3,2.502
1982,7,5,2.801
1982,7,6,2.603
1982,7,7,2.356
1982,7,8,2.743
1982,7,9,2.655
1982,7,10,2.6
1982,7,11,2.493
1982,7,12,2.475
1982,7,13,2.53
1982,7,14,2.588
1982,7,15,2.694
1982,7,16,2.853
1982,7,17,2.89
1982,7,18,2.944
1982,7,19,2.966
1982,7,20,3.024
1982,7,21,2.96
1982,7,22,2.941
1982,7,23,2.911
1982,7,24,2.801
1982,7,25,2.667
1982,7,26,2.646
1982,7,27,2.646
1982,7,28,2.685
1982,7,29,2.682
1982,7,30,2.707
1982,7,31,2.737
1982,8,1,2.752
1982,8,2,2.81
1982,8,3,2.798
1982,8,4,2.804
1982,8,5,2.771
1982,8,6,2.716
1982,8,7,2.707
1982,8,8,2.612
1982,8,9,2.536
1982,8,10,2.56
1982,8,11,2.603
1982,8,12,2.658
1982,8,13,2.755
1982,8,14,2.85
1982,8,15,2.905
1982,8,16,2.92
1982,8,17,2.926
1982,8,18,2.944
1982,8,19,2.929
1982,8,20,2.862
1982,8,21,2.731
1982,8,22,2.652
1982,8,23,2.661
1982,8,24,2.594
1982,8,25,2.67
1982,8,26,2.682
1982,8,27,2.679
1982,8,28,2.649
1982,8,29,2.664
1982,8,30,2.713
1982,8,31,2.746
1982,9,1,2.752
1982,9,2,2.731
1982,9,3,2.749
1982,9,4,2.713
1982,9,5,2.661
1982,9,6,2.618
1982,9,7,2.664
1982,9,8,2.758
1982,9,9,2.838
1982,9,10,2.883
1982,9,11,2.859
1982,9,12,2.813
1982,9,13,2.926
1982,9,14,2.972
1982,9,15,3.014
1982,9,16,2.963
1982,9,17,2.923
1982,9,18,2.841
1982,9,19,2.825
1982,9,20,2.813
1982,9,21,2.844
1982,9,22,2.81
1982,9,23,2.774
1982,9,24,2.71
1982,9,25,2.615
1982,9,26,2.603
1982,9,27,2.627
1982,9,28,2.621
1982,9,29,2.697
1982,9,30,2.667
1982,10,1,2.71
1982,10,2,2.704
1982,10,3,2.765
1982,10,4,2.795
1982,10,5,2.819
1982,10,6,2.819
1982,10,7,2.868
1982,10,8,2.768
1982,10,9,2.725
1982,10,10,2.679
1982,10,11,2.704
1982,10,12,2.731
1982,10,13,2.758
1982,10,14,2.737
1982,10,15,2.722
1982,10,16,2.743
1982,10,17,2.774
1982,10,18,2.768
1982,10,19,2.81
1982,10,20,2.758
1982,10,21,2.746
1982,10,22,2.71
1982,10,23,2.633
1982,10,24,2.566
1982,10,25,2.521
1982,10,26,2.646
1982,10,27,2.478
1982,10,28,2.539
1982,10,29,2.71
1982,10,30,2.792
1982,10,31,2.844
1982,11,1,2.847
1982,11,2,2.929
1982,11,3,2.923
1982,11,4,2.963
1982,11,5,2.92
1982,11,6,2.957
1982,11,7,2.88
1982,11,8,2.786
1982,11,9,2.768
1982,11,10,2.85
1982,11,11,2.783
1982,11,12,2.777
1982,11,13,2.859
1982,11,14,2.822
1982,11,15,2.88
1982,11,16,2.938
1982,11,17,2.996
1982,11,18,3.139
1982,11,19,2.99
1982,11,20,2.819
1982,11,21,2.728
1982,11,22,2.603
1982,11,23,2.548
1982,11,24,2.582
1982,11,25,2.649
1982,11,26,2.694
1982,11,27,2.896
1982,11,28,2.987
1982,11,29,3.136
1982,11,30,3.359
1982,12,1,3.155
1982,12,2,3.088
1982,12,3,2.987
1982,12,4,2.88
1982,12,5,2.896
1982,12,6,2.78
1982,12,7,2.643
1982,12,8,2.624
1982,12,9,2.829
1982,12,10,2.853
1982,12,11,2.859
1982,12,12,2.905
1982,12,13,2.947
1982,12,14,2.883
1982,12,15,2.947
1982,12,16,3.024
1982,12,17,2.911
1982,12,18,2.771
1982,12,19,2.691
1982,12,20,2.743
1982,12,21,2.81
1982,12,22,2.886
1982,12,23,3.155
1982,12,24,2.615
1982,12,25,2.765
1982,12,26,2.905
1982,12,27,3.051
1982,12,28,3.142
1982,12,29,3.237
1982,12,30,3.274
1982,12,31,3.206
1983,1,1,3.054
1983,1,2,2.914
1983,1,3,2.911
1983,1,4,2.74
1983,1,5,2.637
1983,1,6,2.743
1983,1,7,2.734
1983,1,8,2.734
1983,1,9,2.765
1983,1,10,2.783
1983,1,11,2.801
1983,1,12,2.871
1983,1,13,2.877
1983,1,14,2.847
1983,1,15,2.917
1983,1,16,2.95
1983,1,17,2.908
1983,1,18,2.883
1983,1,19,2.981
1983,1,20,2.688
1983,1,21,2.743
1983,1,22,2.896
1983,1,23,2.886
1983,1,24,3.237
1983,1,25,3.115
1983,1,26,3.469
1983,1,27,3.569
1983,1,28,3.493
1983,1,29,3.517
1983,1,30,3.374
1983,1,31,3.219
1983,2,1,3.191
1983,2,2,3.069
1983,2,3,3.149
1983,2,4,3.091
1983,2,5,3.115
1983,2,6,3.066
1983,2,7,3.014
1983,2,8,3.106
1983,2,9,3.054
1983,2,10,3.051
1983,2,11,3.075
1983,2,12,3.167
1983,2,13,3.002
1983,2,14,2.914
1983,2,15,2.932
1983,2,16,2.877
1983,2,17,2.768
1983,2,18,3.011
1983,2,19,2.749
1983,2,20,2.749
1983,2,21,2.798
1983,2,22,2.874
1983,2,23,3.085
1983,2,24,3.142
1983,2,25,3.426
1983,2,26,3.307
1983,2,27,3.374
1983,2,28,3.365
1983,3,1,3.417
1983,3,2,3.453
1983,3,3,3.411
1983,3,4,3.295
1983,3,5,3.109
1983,3,6,2.932
1983,3,7,2.902
1983,3,8,2.835
1983,3,9,2.859
1983,3,10,2.917
1983,3,11,2.899
1983,3,12,2.984
1983,3,13,3.063
1983,3,14,2.929
1983,3,15,2.886
1983,3,16,3.063
1983,3,17,3.057
1983,3,18,3.078
1983,3,19,3.011
1983,3,20,2.957
1983,3,21,2.947
1983,3,22,3.005
1983,3,23,2.896
1983,3,24,3.075
1983,3,25,2.926
1983,3,26,2.926
1983,3,27,3.005
1983,3,28,2.935
1983,3,29,2.963
1983,3,30,2.96
1983,3,31,2.957
1983,4,1,2.816
1983,4,2,2.758
1983,4,3,2.649
1983,4,4,2.502
1983,4,5,2.42
1983,4,6,2.478
1983,4,7,2.499
1983,4,8,2.56
1983,4,9,2.606
1983,4,10,2.609
1983,4,11,2.691
1983,4,12,2.719
1983,4,13,2.716
1983,4,14,2.78
1983,4,15,2.81
1983,4,16,2.862
1983,4,17,2.954
1983,4,18,2.981
1983,4,19,2.89
1983,4,20,2.859
1983,4,21,2.771
1983,4,22,2.722
1983,4,23,2.941
1983,4,24,2.911
1983,4,25,2.947
1983,4,26,2.981
1983,4,27,3.039
1983,4,28,3.088
1983,4,29,3.069
1983,4,30,3.069
1983,5,1,2.902
1983,5,2,2.746
1983,5,3,2.597
1983,5,4,2.563
1983,5,5,2.536
1983,5,6,2.557
1983,5,7,2.533
1983,5,8,2.6
1983,5,9,2.6
1983,5,10,2.71
1983,5,11,2.746
1983,5,12,2.883
1983,5,13,2.954
1983,5,14,2.981
1983,5,15,2.926
1983,5,16,2.859
1983,5,17,2.777
1983,5,18,2.691
1983,5,19,2.624
1983,5,20,2.633
1983,5,21,2.728
1983,5,22,2.832
1983,5,23,2.914
1983,5,24,2.95
1983,5,25,2.966
1983,5,26,3.03
1983,5,27,3.018
1983,5,28,3.018
1983,5,29,2.957
1983,5,30,2.871
1983,5,31,2.78
1983,6,1,2.612
1983,6,2,2.521
1983,6,3,2.545
1983,6,4,2.606
1983,6,5,2.649
1983,6,6,2.713
1983,6,7,2.835
1983,6,8,3.03
1983,6,9,3.066
1983,6,10,3.088
1983,6,11,3.115
1983,6,12,3.115
1983,6,13,3.066
1983,6,14,3.039
1983,6,15,2.92
1983,6,16,2.768
1983,6,17,2.734
1983,6,18,2.774
1983,6,19,2.755
1983,6,20,2.877
1983,6,21,2.935
1983,6,22,2.972
1983,6,23,2.987
1983,6,24,2.975
1983,6,25,2.981
1983,6,26,2.975
1983,6,27,2.908
1983,6,28,2.804
1983,6,29,2.749
1983,6,30,2.67
1983,7,1,2.548
1983,7,2,2.569
1983,7,3,2.621
1983,7,4,2.64
