Year,Month,Day,Sea_Level
1968,11,19,2.57
1968,11,20,2.64
1968,11,21,2.61
1968,11,22,2.67
1968,11,23,2.59
1968,11,24,2.48
1968,11,25,2.31
1968,11,26,2.26
1968,11,27,2.36
1968,11,28,2.14
1968,11,29,2.26
1968,11,30,2.33
1968,12,1,2.37
1968,12,2,2.38
1968,12,3,2.45
1968,12,4,2.4
1968,12,5,2.46
1968,12,6,2.54
1968,12,7,2.56
1968,12,8,2.37
1968,12,9,2.5
1968,12,10,2.45
1968,12,11,2.25
1968,12,12,2.25
1968,12,13,2.31
1968,12,14,2.43
1968,12,15,2.6
1968,12,16,2.45
1968,12,17,2.45
1968,12,18,2.63
1968,12,19,2.62
1968,12,20,2.75
1968,12,21,2.69
1968,12,22,2.77
1968,12,23,2.45
1968,12,24,2.37
1968,12,25,2.17
1968,12,26,2.27
1968,12,27,2.22
1968,12,28,2.3
1968,12,29,2.3
1968,12,30,2.38
1968,12,31,2.55
1969,1,1,2.54
1969,1,2,2.56
1969,1,3,2.6
1969,1,4,2.66
1969,1,5,2.67
1969,1,6,2.56
1969,1,7,2.54
1969,1,8,2.4
1969,1,9,2.3
1969,1,10,2.31
1969,1,11,2.35
1969,1,12,2.36
1969,1,13,2.28
1969,1,14,2.41
1969,1,15,2.47
1969,1,16,2.57
1969,1,17,2.67
1969,1,18,2.64
1969,1,19,2.66
1969,1,20,2.59
1969,1,21,2.58
1969,1,22,2.53
1969,1,23,2.47
1969,1,24,2.35
1969,1,25,2.28
1969,1,26,2.27
1969,1,27,2.36
1969,1,28,2.16
1969,1,29,2.23
1969,1,30,2.3
1969,1,31,2.54
1969,2,1,2.45
1969,2,2,2.45
1969,2,3,2.43
1969,2,4,2.68
1969,2,5,2.53
1969,2,6,2.41
1969,2,7,2.43
1969,2,8,2.36
1969,2,9,2.3
1969,2,10,2.29
1969,2,11,2.15
1969,2,12,2.15
1969,2,13,2.34
1969,2,14,2.48
1969,2,15,2.42
1969,2,16,2.47
1969,2,17,2.55
1969,2,18,2.64
1969,2,19,2.55
1969,2,20,2.55
1969,2,21,2.45
1969,2,22,2.35
1969,2,23,2.26
1969,2,24,2.26
1969,2,25,2.17
1969,2,26,2.0
1969,2,27,2.24
1969,2,28,2.2
1969,3,1,2.26
1969,3,2,2.34
1969,3,3,2.38
1969,3,4,2.56
1969,3,5,2.54
1969,3,6,2.62
1969,3,7,2.51
1969,3,8,2.51
1969,3,9,2.47
1969,3,10,2.36
1969,3,11,2.34
1969,3,12,2.39
1969,3,13,2.35
1969,3,14,2.45
1969,3,15,2.43
1969,3,16,2.57
1969,3,17,2.62
1969,3,18,2.63
1969,3,19,2.61
1969,3,20,2.88
1969,3,21,2.77
1969,3,22,2.55
1969,3,23,2.38
1969,3,24,2.3
1969,3,25,2.25
1969,3,26,2.24
1969,3,27,2.19
1969,3,28,2.16
1969,3,29,2.41
1969,3,30,2.44
1969,3,31,2.46
1969,4,1,2.54
1969,4,2,2.51
1969,4,3,2.62
1969,4,4,3.07
1969,4,5,2.63
1969,4,6,2.63
1969,4,7,2.54
1969,4,8,2.61
1969,4,9,2.45
1969,4,10,2.26
1969,4,11,2.32
1969,4,12,2.45
1969,4,13,2.44
1969,4,14,2.55
1969,4,15,2.63
1969,4,16,2.62
1969,4,17,2.63
1969,4,18,2.64
1969,4,19,2.46
1969,4,20,2.38
1969,4,21,2.42
1969,4,22,2.18
1969,4,23,2.12
1969,4,24,2.11
1969,4,25,2.16
1969,4,26,2.15
1969,4,27,2.34
1969,4,28,2.35
1969,4,29,2.54
1969,4,30,2.63
1969,5,1,2.61
1969,5,2,2.6
1969,5,3,2.6
1969,5,4,2.64
1969,5,5,2.73
1969,5,6,2.46
1969,5,7,2.42
1969,5,8,2.34
1969,5,9,2.22
1969,5,10,2.3
1969,5,11,2.42
1969,5,12,2.42
1969,5,13,2.57
1969,5,14,2.58
1969,5,15,2.59
1969,5,16,2.12
1969,5,31,2.65
1969,6,1,2.65
1969,6,2,2.65
1969,6,3,2.69
1969,6,4,2.48
1969,6,5,2.5
1969,6,6,2.54
1969,6,7,2.34
1969,6,8,2.33
1969,6,9,2.37
1969,6,10,2.42
1969,6,11,2.5
1969,6,12,2.54
1969,6,13,2.59
1969,6,14,2.54
1969,6,15,2.53
1969,6,16,2.57
1969,6,17,2.58
1969,6,18,2.5
1969,6,19,2.49
1969,6,20,2.42
1969,6,21,2.38
1969,6,22,2.44
1969,6,23,2.42
1969,6,24,2.4
1969,6,25,2.61
1969,6,26,2.66
1969,6,27,2.5
1969,6,28,2.6
1969,6,29,2.72
1969,6,30,2.78
1969,7,1,2.82
1969,7,2,2.7
1969,7,3,2.55
1969,7,4,2.57
1969,7,5,2.54
1969,7,6,2.45
1969,7,7,2.44
1969,7,8,2.4
1969,7,9,2.4
1969,7,10,2.3
1969,7,11,2.4
1969,7,12,2.5
1969,7,13,2.57
1969,7,14,2.55
1969,7,15,2.55
1969,7,16,2.58
1969,7,17,2.56
1969,7,18,2.56
1969,7,19,2.52
1969,7,20,2.52
1969,7,21,2.48
1969,7,22,2.45
1969,7,23,2.42
1969,7,24,2.41
1969,7,25,2.37
1969,7,26,2.48
1969,7,27,2.59
1969,7,28,2.68
1969,7,30,2.81
1969,7,31,2.74
1969,8,1,2.68
1969,8,2,2.6
1969,8,3,2.55
1969,8,4,2.5
1969,8,5,2.46
1969,8,6,2.36
1969,8,7,2.35
1969,8,8,2.28
1969,8,12,2.54
1969,8,13,2.63
1969,8,14,1.58
1969,8,17,2.39
1969,8,18,2.5
1969,8,19,2.5
1969,8,20,2.45
1969,8,21,2.44
1969,8,22,2.39
1969,8,23,2.82
1969,8,24,2.63
1969,8,25,2.64
1969,8,26,2.71
1969,8,27,2.74
1969,8,28,2.67
1969,8,29,2.57
1969,8,30,2.59
1969,8,31,2.56
1969,9,1,2.52
1969,9,2,2.35
1969,9,3,2.38
1969,9,4,2.28
1969,9,5,2.19
1969,9,6,2.28
1969,9,7,2.37
1969,9,8,2.35
1969,9,9,2.51
1969,9,10,2.6
1969,9,11,2.65
1969,9,12,2.62
1969,9,13,2.52
1969,9,14,2.56
1969,9,15,2.68
1969,9,16,2.61
1969,9,17,2.55
1969,9,18,2.45
1969,9,19,2.38
1969,9,20,2.22
1969,9,21,2.3
1969,9,22,2.36
1969,9,23,2.53
1969,9,24,2.54
1969,9,25,2.75
1969,9,26,2.69
1969,9,27,2.61
1969,9,28,2.62
1969,9,29,2.59
1969,9,30,2.59
1969,10,1,2.6
1969,10,2,2.41
1969,10,3,2.25
1969,10,4,2.16
1969,10,5,2.17
1969,10,6,2.32
1969,10,7,2.45
1969,10,8,2.56
1969,10,9,2.58
1969,10,10,2.55
1969,10,11,2.55
1969,10,12,2.7
1969,10,13,2.7
1969,10,14,2.65
1969,10,15,2.52
1969,10,16,2.51
1969,10,17,2.4
1969,10,18,2.24
1969,10,19,2.14
1969,10,20,2.21
1969,10,21,2.36
1969,10,22,2.47
1969,10,23,2.53
1969,10,24,2.65
1969,10,25,2.71
1969,10,26,2.71
1969,10,27,2.75
1969,10,28,2.65
1969,10,29,2.53
1969,10,30,2.42
1969,10,31,2.33
1969,11,1,2.26
1969,11,2,2.15
1969,11,3,2.18
1969,11,4,2.33
1969,11,5,2.38
1969,11,6,2.54
1969,11,7,2.52
1969,11,8,2.62
1969,11,9,2.76
1969,11,10,2.91
1969,11,11,2.75
1969,11,12,2.73
1969,11,13,2.55
1969,11,14,2.44
1969,11,15,2.4
1969,11,16,2.39
1969,11,17,2.38
1969,11,18,2.45
1969,11,19,2.31
1969,11,20,2.43
1969,11,21,2.43
1969,11,22,2.56
1969,11,23,2.55
1969,11,24,2.67
1969,11,25,2.5
1969,11,26,2.56
1969,11,27,2.48
1969,11,28,2.35
1969,11,29,2.25
1969,11,30,2.35
1970,1,31,2.29
1970,2,1,2.34
1970,2,2,2.24
1970,2,3,2.41
1970,2,4,2.55
1970,2,5,2.5
1970,2,6,2.55
1970,2,7,2.65
1970,2,8,2.72
1970,2,9,2.6
1970,2,10,2.38
1970,2,11,2.37
1970,2,12,2.34
1970,2,13,2.33
1970,2,14,2.35
1970,2,15,2.25
1970,2,16,2.27
1970,2,17,2.31
1970,2,18,2.4
1970,2,19,2.45
1970,2,20,2.65
1970,2,21,2.64
1970,2,22,2.59
1970,2,23,2.57
1970,2,24,2.65
1970,2,25,2.58
1970,2,26,2.61
1970,2,27,2.48
1970,2,28,2.45
1970,3,1,2.44
1970,3,2,2.25
1970,3,3,2.32
1970,3,4,2.5
1970,3,5,2.55
1970,3,6,2.66
1970,3,7,2.68
1970,3,8,2.69
1970,3,9,2.75
1970,3,10,2.58
1970,3,11,2.56
1970,3,12,2.5
1970,3,13,2.4
1970,3,14,2.32
1970,3,15,2.35
1970,3,16,2.35
1970,3,17,2.17
1970,3,18,2.3
1970,3,19,2.22
1970,3,20,2.25
1970,3,21,2.37
1970,3,22,2.45
1970,3,23,2.48
1970,3,24,2.59
1970,3,25,2.48
1970,3,26,2.38
1970,3,27,2.3
1970,3,28,2.27
1970,3,29,2.24
1970,3,30,2.15
1970,3,31,2.1
1970,4,1,2.12
1970,4,2,2.29
1970,4,3,2.42
1970,4,4,2.44
1970,4,5,2.48
1970,4,6,2.52
1970,4,7,2.57
1970,4,8,2.48
1970,4,9,2.46
1970,4,10,2.34
1970,4,11,2.41
1970,4,12,2.24
1970,4,13,2.18
1970,4,14,1.98
1970,4,15,2.07
1970,4,16,2.2
1970,4,17,2.36
1970,4,18,2.29
1970,4,19,2.37
1970,4,20,2.56
1970,4,21,2.48
1970,4,22,2.4
1970,4,23,2.4
1970,4,24,2.35
1970,4,25,2.32
1970,4,26,2.21
1970,4,27,2.16
1970,4,28,2.14
1970,4,29,2.21
1970,4,30,2.29
1970,5,1,2.29
1970,5,2,2.39
1970,5,3,2.43
1970,5,4,2.45
1970,5,5,2.52
1970,5,6,2.48
1970,5,7,2.52
1970,5,8,2.46
1970,5,9,2.42
1970,5,10,2.38
1970,5,11,2.31
1970,5,12,2.17
1970,5,13,2.09
1970,5,14,2.14
1970,5,15,2.16
1970,5,16,2.26
1970,5,17,2.4
1970,5,18,2.49
1970,5,19,2.54
1970,5,20,2.72
1970,5,21,2.65
1970,5,22,2.53
1970,5,23,2.51
1970,5,24,2.39
1970,5,25,2.44
1970,5,26,2.4
1970,5,27,2.33
1970,5,28,2.25
1970,5,29,2.26
1970,5,30,2.33
1970,5,31,2.45
1970,6,1,2.47
1970,6,2,2.49
1970,6,3,2.53
1970,6,4,2.51
1970,6,5,2.54
1970,6,6,2.5
1970,6,7,2.4
1970,6,8,2.3
1970,6,9,2.26
1970,6,10,2.28
1970,6,11,2.35
1970,6,12,2.21
1970,6,15,2.31
1970,6,16,2.43
1970,6,17,2.51
1970,6,18,2.57
1970,6,19,2.69
1970,6,20,2.6
1970,6,21,2.53
1970,6,22,2.5
1970,6,23,2.41
1970,6,24,2.4
1970,6,25,2.39
1970,6,26,2.4
1970,6,27,2.34
1970,6,28,2.31
1970,6,29,2.26
1970,6,30,2.37
1970,7,1,2.4
1970,7,2,2.43
1970,7,3,2.53
1970,7,4,2.57
1970,7,5,2.57
1970,7,6,2.5
1970,7,7,2.42
1970,7,8,2.45
1970,7,9,2.47
1970,7,10,2.4
1970,7,11,2.45
1970,7,12,2.38
1970,7,13,2.45
1970,7,14,2.33
1970,7,15,2.3
1970,7,16,2.35
1970,7,17,2.51
1970,7,18,2.68
1970,7,19,2.69
1970,7,20,2.68
1970,7,21,2.58
1970,7,22,2.48
1970,7,23,2.39
1970,7,24,2.4
1970,7,25,2.41
1970,7,26,2.4
1970,7,27,2.33
1970,7,28,2.29
1970,7,29,2.3
1970,7,30,2.36
1970,7,31,2.39
1970,8,1,2.5
1970,8,2,2.54
1970,8,3,2.54
1970,8,4,2.52
1970,8,5,2.48
1970,8,6,2.5
1970,8,7,2.47
1970,8,8,2.41
1970,8,9,2.34
1970,8,10,2.39
1970,8,11,2.34
1970,8,12,2.3
1970,8,13,2.33
1970,8,14,2.45
1970,8,15,2.65
1970,8,16,2.68
1970,8,17,2.7
1970,8,18,2.69
1970,8,19,2.65
1970,8,20,2.62
1970,8,21,2.56
1970,8,22,2.48
1970,8,23,2.4
1970,8,24,2.34
1970,8,25,2.27
1970,8,26,2.27
1970,8,27,2.43
1970,8,28,2.48
1970,8,29,2.58
1970,8,30,2.65
1970,8,31,2.75
1970,9,1,2.73
1970,9,2,2.77
1970,9,3,2.75
1970,9,4,2.63
1970,9,5,2.65
1970,9,6,2.57
1970,9,7,2.46
1970,9,8,2.4
1970,9,9,2.36
1970,9,10,2.26
1970,9,11,2.35
1970,9,12,2.57
1970,9,13,2.55
1970,9,14,2.77
1970,9,15,2.71
1970,9,16,2.71
1970,9,17,2.75
1970,9,18,2.78
1970,9,19,2.6
1970,9,20,2.5
1970,9,21,2.47
1970,9,22,2.41
1970,9,23,2.24
1970,9,24,2.18
1970,9,25,2.3
1970,9,26,2.34
1970,9,27,2.4
1970,9,28,2.52
1970,9,29,2.64
1970,9,30,2.62
1970,10,1,2.69
1970,10,2,2.67
1970,10,3,2.62
1970,10,4,2.61
1970,10,5,2.57
1970,10,6,2.53
1970,10,7,2.37
1970,10,8,2.24
1970,10,9,2.3
1970,10,10,2.41
1970,10,11,2.53
1970,10,12,2.68
1970,10,13,2.76
1970,10,14,2.78
1970,10,15,2.79
1970,10,16,2.78
1970,10,17,2.77
1970,10,18,2.77
1970,10,19,2.62
1970,10,20,2.54
1970,10,21,2.36
1970,10,22,2.2
1970,10,23,2.23
1970,10,24,2.31
1970,10,25,2.51
1970,10,26,2.61
1970,10,27,2.5
1970,10,28,2.68
1970,10,29,2.76
1970,10,30,2.71
1970,10,31,2.75
1970,11,1,2.64
1970,11,2,2.64
1970,11,3,2.57
1970,11,4,2.52
1970,11,5,2.4
1970,11,6,2.41
1970,11,7,2.38
1970,11,8,2.43
1970,11,9,2.44
1970,11,10,2.69
1970,11,11,2.67
1970,11,12,2.61
1970,11,13,2.75
1970,11,14,2.79
1970,11,15,2.7
1970,11,16,2.73
1970,11,17,2.5
1970,11,18,2.46
1970,11,19,2.35
1970,11,20,2.42
1970,11,21,2.35
1970,11,22,2.58
1970,11,23,2.51
1970,11,24,2.47
1970,11,25,2.5
1970,11,26,2.72
1970,11,27,2.76
1970,11,28,2.81
1970,11,29,2.91
1970,11,30,2.75
1970,12,1,2.7
1970,12,2,2.81
1970,12,3,2.63
1970,12,4,2.42
1970,12,5,2.38
1970,12,6,2.31
1970,12,7,2.35
1970,12,8,2.49
1970,12,9,2.36
1970,12,10,2.39
1970,12,11,2.32
1970,12,12,2.7
1970,12,13,2.76
1970,12,14,2.5
1970,12,15,2.6
1970,12,16,2.53
1970,12,17,2.47
1970,12,18,2.43
1970,12,19,2.24
1970,12,20,2.3
1970,12,21,2.23
1970,12,22,2.32
1970,12,23,2.26
1970,12,24,2.31
1970,12,25,2.3
1970,12,26,2.41
1970,12,27,2.38
1970,12,28,2.5
1970,12,29,2.56
1970,12,30,2.52
1970,12,31,2.64
1971,1,1,2.48
1971,1,2,2.39
1971,1,3,2.38
1971,1,4,2.6
1971,1,5,2.64
1971,1,6,2.38
1971,1,7,2.44
1971,1,8,2.46
1971,1,9,2.46
1971,1,10,2.54
1971,1,11,2.59
1971,1,12,2.58
1971,1,13,2.69
1971,1,14,2.55
1971,1,15,2.63
1971,1,16,2.5
1971,1,17,2.46
1971,1,18,2.55
1971,1,19,2.59
1971,1,20,2.54
1971,1,21,2.44
1971,1,22,2.56
1971,1,23,2.44
1971,1,24,2.59
1971,1,25,2.7
1971,1,26,2.65
1971,1,27,2.73
1971,1,28,2.7
1971,1,29,2.66
1971,1,30,2.61
1971,1,31,2.59
1971,2,1,2.55
1971,2,2,2.52
1971,2,3,2.49
1971,2,4,2.4
1971,2,5,2.31
1971,2,6,2.3
1971,2,7,2.39
1971,2,8,2.44
1971,2,9,2.5
1971,2,10,2.5
1971,2,11,2.48
1971,2,12,2.5
1971,2,13,2.5
1971,2,14,2.5
1971,2,15,2.46
1971,2,16,2.4
1971,2,17,2.43
1971,2,18,2.43
1971,2,19,2.29
1971,2,20,2.1
1971,2,21,2.27
1971,2,22,2.43
1971,2,23,2.58
1971,2,24,2.52
1971,2,25,2.56
1971,2,26,2.63
1971,2,27,2.72
1971,2,28,2.54
1971,3,1,2.49
1971,3,2,2.52
1971,3,3,2.47
1971,3,4,2.4
1971,3,5,2.32
1971,3,6,2.18
1971,3,7,2.2
1971,3,8,2.27
1971,3,9,2.35
1971,3,10,2.4
1971,3,11,2.42
1971,3,12,2.46
1971,3,13,2.57
1971,3,14,2.48
1971,3,15,2.5
1971,3,16,2.53
1971,3,17,2.42
1971,3,18,2.46
1971,3,19,2.35
1971,3,20,2.3
1971,3,21,2.24
1971,3,22,2.31
1971,3,23,2.42
1971,3,24,2.45
1971,3,25,2.5
1971,3,26,2.68
1971,3,27,2.67
1971,3,28,2.54
1971,3,29,2.57
1971,3,30,2.44
1971,3,31,2.51
1971,4,1,2.33
1971,4,2,2.21
1971,4,3,2.08
1971,4,4,2.08
1971,4,5,2.19
1971,4,6,2.18
1971,4,7,2.23
1971,4,8,2.4
1971,4,9,2.58
1971,4,10,2.4
1971,4,11,2.42
1971,4,12,2.36
1971,4,13,2.39
1971,4,14,2.38
1971,4,15,2.29
1971,4,16,2.28
1971,4,17,2.19
1971,4,18,2.09
1971,4,19,2.15
1971,4,20,2.24
1971,4,21,2.33
1971,4,22,2.5
1971,4,23,2.49
1971,4,24,2.6
1971,4,25,2.57
1971,4,26,2.55
1971,4,27,2.42
1971,4,28,2.4
1971,4,29,2.35
1971,4,30,2.21
1971,5,1,2.15
1971,5,2,2.12
1971,5,3,2.12
1971,5,4,2.3
1971,5,5,2.26
1971,5,6,2.37
1971,5,7,2.44
1971,5,8,2.37
1971,5,9,2.39
1971,5,10,2.42
1971,5,11,2.47
1971,5,12,2.49
1971,5,13,2.5
1971,5,14,2.4
1971,5,15,2.3
1971,5,16,2.26
1971,5,17,2.23
1971,5,18,2.27
1971,5,19,2.32
1971,5,20,2.36
1971,5,21,2.42
1971,5,22,2.39
1971,5,23,2.44
1971,5,24,2.65
1971,5,25,2.58
1971,5,26,2.43
1971,5,27,2.5
1971,5,28,2.37
1971,5,29,2.24
1971,5,30,2.24
1971,5,31,2.19
1971,6,1,2.23
1971,6,2,2.2
1971,6,3,2.3
1971,6,4,2.49
1971,6,5,2.51
1971,6,6,2.48
1971,6,7,2.46
1971,6,8,2.55
1971,6,9,2.58
1971,6,10,2.69
1971,6,11,2.67
1971,6,12,2.53
1971,6,13,2.46
1971,6,14,2.46
1971,6,15,2.42
1971,6,16,2.41
1971,6,17,2.47
1971,6,18,2.45
1971,6,19,2.47
1971,6,20,2.52
1971,6,21,2.55
1971,6,22,2.55
1971,6,23,2.54
1971,6,24,2.58
1971,6,25,2.54
1971,6,26,2.43
1971,6,27,2.41
1971,6,28,2.48
1971,6,29,2.4
1971,6,30,2.44
1971,7,1,2.4
1971,7,2,2.37
1971,7,3,2.37
1971,7,4,2.35
1971,7,5,2.39
1971,7,6,2.46
1971,7,7,2.66
1971,7,8,2.64
1971,7,9,2.63
1971,7,10,2.64
1971,7,11,2.6
1971,7,12,2.5
1971,7,13,2.5
1971,7,14,2.51
1971,7,15,2.47
1971,7,16,2.5
1971,7,17,2.46
1971,7,18,2.48
1971,7,19,2.5
1971,7,20,2.52
1971,7,21,2.63
1971,7,22,2.69
1971,7,23,2.69
1971,7,24,2.62
1971,7,25,2.65
1971,7,26,2.66
1971,7,27,2.61
1971,7,28,2.6
1971,7,29,2.63
1971,7,30,2.57
1971,7,31,2.46
1971,8,1,2.4
1971,8,2,2.44
1971,8,3,2.53
1971,8,4,2.66
1971,8,19,1.77
1971,8,20,2.68
1971,8,21,2.7
1971,8,22,2.74
1971,8,23,2.81
1971,8,24,2.7
1971,8,25,2.74
1971,8,26,2.61
1971,8,27,2.54
1971,8,28,2.47
1971,8,29,2.39
1971,8,30,2.38
1971,8,31,2.74
1971,9,1,2.58
1971,9,2,2.85
1971,9,3,2.77
1971,9,4,3.0
1971,9,5,3.06
1971,9,6,2.93
1971,9,7,2.9
1971,9,8,2.84
1971,9,9,2.84
1971,9,10,2.76
1971,9,11,2.75
1971,9,12,2.6
1971,9,13,2.55
1971,9,14,2.39
1971,9,15,2.44
1971,9,16,2.55
1971,9,17,2.65
1971,9,18,2.67
1971,9,19,2.74
1971,9,20,2.7
1971,9,21,2.58
1971,9,22,2.6
1971,9,23,2.62
1971,9,24,2.67
1971,9,25,2.56
1971,9,26,2.78
